"human_gene_symbol"	"human_entrez_ID"	"mouse_gene_symbol"	"mouse_entrez_ID"
"RUSC2"	"     9853"	"Rusc2"	"   100213"
"HAUS5"	"    23354"	"Haus5"	"    71909"
"ZNF618"	"   114991"	"Zfp618"	"    72701"
"ATG16L2"	"    89849"	"Atg16l2"	"    73683"
"LRRK2"	"   120892"	"Lrrk2"	"    66725"
"ZNF787"	"   126208"	"Zfp787"	"    67109"
"CCDC173"	"   129881"	"Ccdc173"	"    75051"
"TTC32"	"   130502"	"Ttc32"	"    75516"
"C10orf90"	"   118611"	"D7Ertd443e"	"    71007"
"ZNF831"	"   128611"	"Zfp831"	"100043757"
"C14orf28"	"   122525"	"Gm527"	"   217648"
"PM20D2"	"   135293"	"Pm20d2"	"   242377"
"ATP8B3"	"   148229"	"Atp8b3"	"    67331"
"SYDE2"	"    84144"	"Syde2"	"   214804"
"RC3H1"	"   149041"	"Rc3h1"	"   381305"
"KIAA1841"	"    84542"	"0610010F05Rik"	"    71675"
"KIAA2026"	"   158358"	"9930021J03Rik"	"   240613"
"PWWP2B"	"   170394"	"Pwwp2b"	"   101631"
"C15orf61"	"   145853"	"2300009A05Rik"	"    69478"
"BCL2L15"	"   440603"	"Bcl2l15"	"   229672"
"ISM1"	"   140862"	"Ism1"	"   319909"
"YDJC"	"   150223"	"Ydjc"	"    69101"
"SH3D19"	"   152503"	"Sh3d19"	"    27059"
"CHD7"	"    55636"	"Chd7"	"   320790"
"ANKIB1"	"    54467"	"Ankib1"	"    70797"
"NLRP1"	"    22861"	"Nlrp1b"	"   637515"
"SLFN14"	"   342618"	"Slfn14"	"   237890"
"DHRS7C"	"   201140"	"Dhrs7c"	"    68460"
"ZNF518B"	"    85460"	"Zfp518b"	"   100515"
"SHC2"	"    25759"	"Shc2"	"   216148"
"SPRYD4"	"   283377"	"Spryd4"	"    66701"
"FAM161A"	"    84140"	"Fam161a"	"    73873"
"FAM171A2"	"   284069"	"Fam171a2"	"   217219"
"PSMG4"	"   389362"	"Psmg4"	"    69666"
"SH2D4B"	"   387694"	"Sh2d4b"	"   328381"
"SAMD4A"	"    23034"	"Samd4"	"    74480"
"LARP4"	"   113251"	"Larp4"	"   207214"
"PTX4"	"   390667"	"Ptx4"	"    68509"
"EME2"	"   197342"	"Eme2"	"   193838"
"LRRC73"	"   221424"	"Lrrc73"	"   224813"
"CAMSAP1"	"   157922"	"Camsap1"	"   227634"
"FAM209B"	"   388799"	"Fam209"	"    76426"
"ARHGEF39"	"    84904"	"Arhgef39"	"   230098"
"ADGRA3"	"   166647"	"Adgra3"	"    70693"
"LAMTOR4"	"   389541"	"Lamtor4"	"    66096"
"C2orf68"	"   388969"	"0610030E20Rik"	"    68364"
"CCDC61"	"   729440"	"Ccdc61"	"   232933"
"FAM71E1"	"   112703"	"Fam71e1"	"    75538"
"C19orf81"	"   342918"	"1700008O03Rik"	"    69349"
"TMEM219"	"   124446"	"Tmem219"	"    68742"
"ERICH1"	"   157697"	"Erich1"	"   234086"
"KIAA0895"	"    23366"	"9530077C05Rik"	"    68283"
"C15orf39"	"    56905"	"1700017B05Rik"	"    74211"
"ELMSAN1"	"    91748"	"Elmsan1"	"   238317"
"ZNF518A"	"     9849"	"Zfp518a"	"    72672"
"ZBTB34"	"   403341"	"Zbtb34"	"   241311"
"XIRP2"	"   129446"	"Xirp2"	"   241431"
"ZC3H12B"	"   340554"	"Zc3h12b"	"   547176"
"IQSEC2"	"    23096"	"Iqsec2"	"   245666"
"TCEANC"	"   170082"	"Tceanc"	"   245695"
"RSBN1L"	"   222194"	"Rsbn1l"	"   242860"
"RNF216"	"    54476"	"Rnf216"	"   108086"
"ATXN1L"	"   342371"	"Atxn1l"	"    52335"
"SPATA13"	"   221178"	"Spata13"	"   219140"
"NYNRIN"	"    57523"	"Nynrin"	"   277154"
"CCDC191"	"    57577"	"Ccdc191"	"   212153"
"USF3"	"   205717"	"Usf3"	"   207806"
"ANKRD16"	"    54522"	"Ankrd16"	"   320816"
"BEND3"	"    57673"	"Bend3"	"   331623"
"PPP1R18"	"   170954"	"Ppp1r18"	"    76448"
"FAM171A1"	"   221061"	"Fam171a1"	"   269233"
"C2CD3"	"    26005"	"C2cd3"	"   277939"
"MYADML2"	"   255275"	"Myadml2"	"    68515"
"ZBTB38"	"   253461"	"Zbtb38"	"   245007"
"HOXC6"	"     3223"	"Hoxc6"	"    15425"
"C8orf58"	"   541565"	"9930012K11Rik"	"   268759"
"DENND2C"	"   163259"	"Dennd2c"	"   329727"
"FBXO10"	"    26267"	"Fbxo10"	"   269529"
"NAT8L"	"   339983"	"Nat8l"	"   269642"
"MEIOC"	"   284071"	"Meioc"	"   268491"
"ARHGEF40"	"    55701"	"Arhgef40"	"   268739"
"ANKDD1B"	"   728780"	"Ankdd1b"	"   271144"
"SHC4"	"   399694"	"Shc4"	"   271849"
"PLEKHM2"	"    23207"	"Plekhm2"	"    69582"
"STKLD1"	"   169436"	"Stkld1"	"   279029"
"RILP"	"    83547"	"Rilp"	"   280408"
"FUOM"	"   282969"	"Fuom"	"    69064"
"TMED8"	"   283578"	"Tmed8"	"   382620"
"TMEM150B"	"   284417"	"Tmem150b"	"   330460"
"CENPL"	"    91687"	"Cenpl"	"    70454"
"ZNF710"	"   374655"	"Zfp710"	"   209225"
"HEATR5A"	"    25938"	"Heatr5a"	"   320487"
"LCMT2"	"     9836"	"Lcmt2"	"   329504"
"ZNF865"	"100507290"	"Zfp865"	"   319748"
"TEAD2"	"     8463"	"Tead2"	"    21677"
"LRTOMT"	"   220074"	"Tomt"	"   791260"
"PWWP2A"	"   114825"	"Pwwp2a"	"    70802"
"PARP14"	"    54625"	"Parp14"	"   547253"
"DSTYK"	"    25778"	"Dstyk"	"   213452"
"KIAA0232"	"     9778"	"D5Ertd579e"	"   320661"
"NHSL2"	"   340527"	"Nhsl2"	"100042480"
"ZNF746"	"   155061"	"Zfp746"	"    69228"
"ADAMTSL5"	"   339366"	"Adamtsl5"	"    66548"
"FDXACB1"	"    91893"	"Fdxacb1"	"   382137"
"ADGRV1"	"    84059"	"Adgrv1"	"   110789"
"CEACAM16"	"   388551"	"Ceacam16"	"   330483"
"TMEM240"	"   339453"	"Tmem240"	"   381582"
"TVP23A"	"   780776"	"Tvp23a"	"   383103"
"GATC"	"   283459"	"Gatc"	"   384281"
"C1orf53"	"   388722"	"2310009B15Rik"	"    69549"
"ERMARD"	"    55780"	"Ermard"	"   381062"
"EFCAB7"	"    84455"	"Efcab7"	"   230500"
"RPRD2"	"    23248"	"Rprd2"	"    75137"
"SH2D5"	"   400745"	"Sh2d5"	"   230863"
"ZBTB42"	"100128927"	"Zbtb42"	"   382639"
"PFN4"	"   375189"	"Pfn4"	"   382562"
"ACADS"	"       35"	"Acads"	"    11409"
"ACVRL1"	"       94"	"Acvrl1"	"    11482"
"ALDOB"	"      229"	"Aldob"	"   230163"
"ATP7B"	"      540"	"Atp7b"	"    11979"
"AVPR2"	"      554"	"Avpr2"	"    12000"
"F13A1"	"     2162"	"F13a1"	"    74145"
"FUCA1"	"     2517"	"Fuca1"	"    71665"
"CFH"	"     3075"	"Cfh"	"    12628"
"HSD11B2"	"     3291"	"Hsd11b2"	"    15484"
"INSR"	"     3643"	"Insr"	"    16337"
"ITGA6"	"     3655"	"Itga6"	"    16403"
"ITGB2"	"     3689"	"Itgb2"	"    16414"
"MYL3"	"     4634"	"Myl3"	"    17897"
"MYO5A"	"     4644"	"Myo5a"	"    17918"
"PFKM"	"     5213"	"Pfkm"	"    18642"
"PKD2"	"     5311"	"Pkd2"	"    18764"
"COL5A2"	"     1290"	"Col5a2"	"    12832"
"EGR2"	"     1959"	"Egr2"	"    13654"
"L1CAM"	"     3897"	"L1cam"	"    16728"
"AK1"	"      203"	"Ak1"	"    11636"
"ARSA"	"      410"	"Arsa"	"    11883"
"SERPINC1"	"      462"	"Serpinc1"	"    11905"
"EPX"	"     8288"	"Epx"	"    13861"
"HEXA"	"     3073"	"Hexa"	"    15211"
"REN"	"     5972"	"Ren1"	"    19701"
"CD53"	"      963"	"Cd53"	"    12508"
"GPX1"	"     2876"	"Gpx1"	"    14775"
"SPP1"	"     6696"	"Spp1"	"    20750"
"ADORA2A"	"      135"	"Adora2a"	"    11540"
"ADORA2B"	"      136"	"Adora2b"	"    11541"
"AMY2A"	"      279"	"Amy1"	"    11722"
"CACNA1E"	"      777"	"Cacna1e"	"    12290"
"CACNB1"	"      782"	"Cacnb1"	"    12295"
"CACNB4"	"      785"	"Cacnb4"	"    12298"
"CHRM3"	"     1131"	"Chrm3"	"    12671"
"CHRNB4"	"     1143"	"Chrnb4"	"   108015"
"GABRA2"	"     2555"	"Gabra2"	"    14395"
"GABRB1"	"     2560"	"Gabrb1"	"    14400"
"GRIA2"	"     2891"	"Gria2"	"    14800"
"GRM6"	"     2916"	"Grm6"	"   108072"
"ITGB7"	"     3695"	"Itgb7"	"    16421"
"KCNJ5"	"     3762"	"Kcnj5"	"    16521"
"KCNJ2"	"     3759"	"Kcnj2"	"    16518"
"MAOB"	"     4129"	"Maob"	"   109731"
"PDE4C"	"     5143"	"Pde4c"	"   110385"
"PTAFR"	"     5724"	"Ptafr"	"    19204"
"PTGER4"	"     5734"	"Ptger4"	"    19219"
"RARA"	"     5914"	"Rara"	"    19401"
"RARG"	"     5916"	"Rarg"	"    19411"
"RRM2"	"     6241"	"Rrm2"	"    20135"
"SLC12A2"	"     6558"	"Slc12a2"	"    20496"
"TACR1"	"     6869"	"Tacr1"	"    21336"
"ANXA5"	"      308"	"Anxa5"	"    11747"
"ARHGDIB"	"      397"	"Arhgdib"	"    11857"
"ARL1"	"      400"	"Arl1"	"   104303"
"BCAT1"	"      586"	"Bcat1"	"    12035"
"BMPR1B"	"      658"	"Bmpr1b"	"    12167"
"CA9"	"      768"	"Car9"	"   230099"
"CA12"	"      771"	"Car12"	"    76459"
"CASQ1"	"      844"	"Casq1"	"    12372"
"SERPINH1"	"      871"	"Serpinh1"	"    12406"
"CBR3"	"      874"	"Cbr3"	"   109857"
"ENTPD2"	"      954"	"Entpd2"	"    12496"
"CDH13"	"     1012"	"Cdh13"	"    12554"
"AP1S1"	"     1174"	"Ap1s1"	"    11769"
"CLIC1"	"     1192"	"Clic1"	"   114584"
"CCR1"	"     1230"	"Ccr1"	"    12768"
"CX3CR1"	"     1524"	"Cx3cr1"	"    13051"
"DGKQ"	"     1609"	"Dgkq"	"   110524"
"DAPK3"	"     1613"	"Dapk3"	"    13144"
"DPYS"	"     1807"	"Dpys"	"    64705"
"DPYSL3"	"     1809"	"Dpysl3"	"    22240"
"DTNA"	"     1837"	"Dtna"	"    13527"
"EEF1G"	"     1937"	"Eef1g"	"    67160"
"EIF1AX"	"     1964"	"Eif1a"	"    13664"
"ELAVL1"	"     1994"	"Elavl1"	"    15568"
"FHL2"	"     2274"	"Fhl2"	"    14200"
"FOXC1"	"     2296"	"Foxc1"	"    17300"
"FZD2"	"     2535"	"Fzd2"	"    57265"
"B4GALT1"	"     2683"	"B4galt1"	"    14595"
"GLE1"	"     2733"	"Gle1"	"    74412"
"NDST1"	"     3340"	"Ndst1"	"    15531"
"ING2"	"     3622"	"Ing2"	"    69260"
"ACVR2A"	"       92"	"Acvr2a"	"    11480"
"ANXA8"	"   653145"	"Anxa8"	"    11752"
"APLP2"	"      334"	"Aplp2"	"    11804"
"ARHGAP4"	"      393"	"Arhgap4"	"   171207"
"BMX"	"      660"	"Bmx"	"    12169"
"C5"	"      727"	"Hc"	"    15139"
"C5AR1"	"      728"	"C5ar1"	"    12273"
"CA1"	"      759"	"Car1"	"    12346"
"CCND3"	"      896"	"Ccnd3"	"    12445"
"CD9"	"      928"	"Cd9"	"    12527"
"CD37"	"      951"	"Cd37"	"    12493"
"ENTPD1"	"      953"	"Entpd1"	"    12495"
"CDH2"	"     1000"	"Cdh2"	"    12558"
"CENPE"	"     1062"	"Cenpe"	"   229841"
"CKM"	"     1158"	"Ckm"	"    12715"
"CLCN3"	"     1182"	"Clcn3"	"    12725"
"CCR3"	"     1232"	"Ccr3"	"    12771"
"COL4A1"	"     1282"	"Col4a1"	"    12826"
"COL9A3"	"     1299"	"Col9a3"	"    12841"
"CSNK2A2"	"     1459"	"Csnk2a2"	"    13000"
"CSPG4"	"     1464"	"Cspg4"	"   121021"
"CTPS1"	"     1503"	"Ctps"	"    51797"
"CFD"	"     1675"	"Cfd"	"    11537"
"CELA1"	"     1990"	"Cela1"	"   109901"
"ELANE"	"     1991"	"Elane"	"    50701"
"ERBB3"	"     2065"	"Erbb3"	"    13867"
"EZH1"	"     2145"	"Ezh1"	"    14055"
"FPR1"	"     2357"	"Fpr1"	"    14293"
"GNA11"	"     2767"	"Gna11"	"    14672"
"GPC1"	"     2817"	"Gpc1"	"    14733"
"GPX3"	"     2878"	"Gpx3"	"    14778"
"GRSF1"	"     2926"	"Grsf1"	"   231413"
"HCK"	"     3055"	"Hck"	"    15162"
"HDC"	"     3067"	"Hdc"	"    15186"
"RBMX"	"    27316"	"Rbmx"	"    19655"
"HPN"	"     3249"	"Hpn"	"    15451"
"HSPE1"	"     3336"	"Hspe1"	"    15528"
"ITGA5"	"     3678"	"Itga5"	"    16402"
"ITGAV"	"     3685"	"Itgav"	"    16410"
"ITGB5"	"     3693"	"Itgb5"	"    16419"
"CD82"	"     3732"	"Cd82"	"    12521"
"KCNN3"	"     3782"	"Kcnn3"	"   140493"
"KPNA3"	"     3839"	"Kpna3"	"    16648"
"KPNA4"	"     3840"	"Kpna4"	"    16649"
"LRCH4"	"     4034"	"Lrch4"	"   231798"
"MATN2"	"     4147"	"Matn2"	"    17181"
"MCC"	"     4163"	"Mcc"	"   328949"
"MMP3"	"     4314"	"Mmp3"	"    17392"
"MMP10"	"     4319"	"Mmp10"	"    17384"
"MMP12"	"     4321"	"Mmp12"	"    17381"
"MMP13"	"     4322"	"Mmp13"	"    17386"
"MMP15"	"     4324"	"Mmp15"	"    17388"
"MYH3"	"     4621"	"Myh3"	"    17883"
"MYL4"	"     4635"	"Myl4"	"    17896"
"NDN"	"     4692"	"Ndn"	"    17984"
"PCSK6"	"     5046"	"Pcsk6"	"    18553"
"SERPINB2"	"     5055"	"Serpinb2"	"    18788"
"PBX1"	"     5087"	"Pbx1"	"    18514"
"PFKP"	"     5214"	"Pfkp"	"    56421"
"PIK3C2A"	"     5286"	"Pik3c2a"	"    18704"
"PIK3C2B"	"     5287"	"Pik3c2b"	"   240752"
"PITX1"	"     5307"	"Pitx1"	"    18740"
"PPP2R3A"	"     5523"	"Ppp2r3a"	"   235542"
"PRKCG"	"     5582"	"Prkcg"	"    18752"
"PSMB10"	"     5699"	"Psmb10"	"    19171"
"PTPRA"	"     5786"	"Ptpra"	"    19262"
"PTPRF"	"     5792"	"Ptprf"	"    19268"
"PTPRS"	"     5802"	"Ptprs"	"    19280"
"RAB2A"	"     5862"	"Rab2a"	"    59021"
"RAB3A"	"     5864"	"Rab3a"	"    19339"
"RALB"	"     5899"	"Ralb"	"    64143"
"RCN1"	"     5954"	"Rcn1"	"    19672"
"SIAH1"	"     6477"	"Siah1a"	"    20437"
"SLC1A4"	"     6509"	"Slc1a4"	"    55963"
"SLC7A1"	"     6541"	"Slc7a1"	"    11987"
"SLC7A2"	"     6542"	"Slc7a2"	"    11988"
"SLC9A1"	"     6548"	"Slc9a1"	"    20544"
"SLC16A1"	"     6566"	"Slc16a1"	"    20501"
"SLC18A1"	"     6570"	"Slc18a1"	"   110877"
"SMARCD1"	"     6602"	"Smarcd1"	"    83797"
"SMARCD2"	"     6603"	"Smarcd2"	"    83796"
"SNRNP70"	"     6625"	"Snrnp70"	"    20637"
"STAT4"	"     6775"	"Stat4"	"    20849"
"STAT5A"	"     6776"	"Stat5a"	"    20850"
"STIM1"	"     6786"	"Stim1"	"    20866"
"TCEA3"	"     6920"	"Tcea3"	"    21401"
"NFE2L1"	"     4779"	"Nfe2l1"	"    18023"
"TGM4"	"     7047"	"Tgm4"	"   331046"
"TGM3"	"     7053"	"Tgm3"	"    21818"
"THBS4"	"     7060"	"Thbs4"	"    21828"
"TIA1"	"     7072"	"Tia1"	"    21841"
"TLE2"	"     7089"	"Tle2"	"    21886"
"TLR1"	"     7096"	"Tlr1"	"    21897"
"TLR2"	"     7097"	"Tlr2"	"    24088"
"TLR3"	"     7098"	"Tlr3"	"   142980"
"TLR5"	"     7100"	"Tlr5"	"    53791"
"TSPAN6"	"     7105"	"Tspan6"	"    56496"
"TMOD1"	"     7111"	"Tmod1"	"    21916"
"TNNT1"	"     7138"	"Tnnt1"	"    21955"
"TRPM2"	"     7226"	"Trpm2"	"    28240"
"TULP3"	"     7289"	"Tulp3"	"    22158"
"TYK2"	"     7297"	"Tyk2"	"    54721"
"UBE2D1"	"     7321"	"Ube2d1"	"   216080"
"UGT8"	"     7368"	"Ugt8a"	"    22239"
"USP4"	"     7375"	"Usp4"	"    22258"
"CLIP2"	"     7461"	"Clip2"	"   269713"
"WNT5A"	"     7474"	"Wnt5a"	"    22418"
"WNT10B"	"     7480"	"Wnt10b"	"    22410"
"WNT9A"	"     7483"	"Wnt9a"	"   216795"
"YWHAB"	"     7529"	"Ywhab"	"    54401"
"ZNF7"	"     7553"	"Zfp7"	"   223669"
"ZNF189"	"     7743"	"Zfp189"	"   230162"
"CXCR4"	"     7852"	"Cxcr4"	"    12767"
"CSRP3"	"     8048"	"Csrp3"	"    13009"
"PTP4A2"	"     8073"	"Ptp4a2"	"    19244"
"DYSF"	"     8291"	"Dysf"	"    26903"
"FZD1"	"     8321"	"Fzd1"	"    14362"
"FZD7"	"     8324"	"Fzd7"	"    14369"
"TAGLN2"	"     8407"	"Tagln2"	"    21346"
"BFSP2"	"     8419"	"Bfsp2"	"   107993"
"STK24"	"     8428"	"Stk24"	"   223255"
"NCK2"	"     8440"	"Nck2"	"    17974"
"PPFIA1"	"     8500"	"Ppfia1"	"   233977"
"NDST2"	"     8509"	"Ndst2"	"    17423"
"LGR5"	"     8549"	"Lgr5"	"    14160"
"SRSF9"	"     8683"	"Srsf9"	"   108014"
"ADAM9"	"     8754"	"Adam9"	"    11502"
"PEX11A"	"     8800"	"Pex11a"	"    18631"
"TRIM24"	"     8805"	"Trim24"	"    21848"
"HESX1"	"     8820"	"Hesx1"	"    15209"
"INPP4B"	"     8821"	"Inpp4b"	"   234515"
"KAT2B"	"     8850"	"Kat2b"	"    18519"
"CPNE3"	"     8895"	"Cpne3"	"    70568"
"RAB29"	"     8934"	"Rab29"	"   226422"
"TRIO"	"     7204"	"Trio"	"   223435"
"MAP7"	"     9053"	"Map7"	"    17761"
"DMD"	"     1756"	"Dmd"	"    13405"
"ANXA2"	"      302"	"Anxa2"	"    12306"
"BDH1"	"      622"	"Bdh1"	"    71911"
"PLK3"	"     1263"	"Plk3"	"    12795"
"CTSS"	"     1520"	"Ctss"	"    13040"
"DLG1"	"     1739"	"Dlg1"	"    13383"
"DUSP3"	"     1845"	"Dusp3"	"    72349"
"GNG10"	"     2790"	"Gng10"	"    14700"
"RAB27B"	"     5874"	"Rab27b"	"    80718"
"SLC1A1"	"     6505"	"Slc1a1"	"    20510"
"SLC1A3"	"     6507"	"Slc1a3"	"    20512"
"SLC7A4"	"     6545"	"Slc7a4"	"   224022"
"SEMA3F"	"     6405"	"Sema3f"	"    20350"
"SLC28A2"	"     9153"	"Slc28a2"	"   269346"
"TRIP11"	"     9321"	"Trip11"	"   109181"
"RAB9A"	"     9367"	"Rab9"	"    56382"
"RAB3D"	"     9545"	"Rab3d"	"    19340"
"MTRF1"	"     9617"	"Mtrf1"	"   211253"
"ACVR1B"	"       91"	"Acvr1b"	"    11479"
"ARHGAP1"	"      392"	"Arhgap1"	"   228359"
"ASPH"	"      444"	"Asph"	"    65973"
"BMPR1A"	"      657"	"Bmpr1a"	"    12166"
"CD81"	"      975"	"Cd81"	"    12520"
"CD151"	"      977"	"Cd151"	"    12476"
"CDH1"	"      999"	"Cdh1"	"    12550"
"DDX10"	"     1662"	"Ddx10"	"    77591"
"DVL1"	"     1855"	"Dvl1"	"    13542"
"DVL2"	"     1856"	"Dvl2"	"    13543"
"DVL3"	"     1857"	"Dvl3"	"    13544"
"EPHA2"	"     1969"	"Epha2"	"    13836"
"EML1"	"     2009"	"Eml1"	"    68519"
"EPHA4"	"     2043"	"Epha4"	"    13838"
"EPHA7"	"     2045"	"Epha7"	"    13841"
"EPHB1"	"     2047"	"Ephb1"	"   270190"
"EPHB4"	"     2050"	"Ephb4"	"    13846"
"EPHB6"	"     2051"	"Ephb6"	"    13848"
"GPC3"	"     2719"	"Gpc3"	"    14734"
"KCNQ3"	"     3786"	"Kcnq3"	"   110862"
"SERPINB6"	"     5269"	"Serpinb6a"	"    20719"
"PLCB2"	"     5330"	"Plcb2"	"    18796"
"TRA2B"	"     6434"	"Tra2b"	"    20462"
"SREBF2"	"     6721"	"Srebf2"	"    20788"
"TSPAN7"	"     7102"	"Tspan7"	"    21912"
"TSPAN8"	"     7103"	"Tspan8"	"   216350"
"MLLT10"	"     8028"	"Mllt10"	"    17354"
"NPHS1"	"     4868"	"Nphs1"	"    54631"
"PIAS2"	"     9063"	"Pias2"	"    17344"
"KRT75"	"     9119"	"Krt75"	"   109052"
"SLC16A6"	"     9120"	"Slc16a6"	"   104681"
"SYNGR2"	"     9144"	"Syngr2"	"    20973"
"SLC16A7"	"     9194"	"Slc16a7"	"    20503"
"DHRS3"	"     9249"	"Dhrs3"	"    20148"
"MED1"	"     5469"	"Med1"	"    19014"
"TM9SF2"	"     9375"	"Tm9sf2"	"    68059"
"NRXN1"	"     9378"	"Nrxn1"	"    18189"
"GRAP2"	"     9402"	"Grap2"	"    17444"
"NTN1"	"     9423"	"Ntn1"	"    18208"
"THEMIS2"	"     9473"	"Themis2"	"   230787"
"ROCK2"	"     9475"	"Rock2"	"    19878"
"CHST10"	"     9486"	"Chst10"	"    98388"
"FXR2"	"     9513"	"Fxr2"	"    23879"
"PDIA4"	"     9601"	"Pdia4"	"    12304"
"VPS9D1"	"     9605"	"Vps9d1"	"    72325"
"ABCG1"	"     9619"	"Abcg1"	"    11307"
"AQP3"	"      360"	"Aqp3"	"    11828"
"DOCK3"	"     1795"	"Dock3"	"   208869"
"HNRNPF"	"     3185"	"Hnrnpf"	"    98758"
"JAK2"	"     3717"	"Jak2"	"    16452"
"KCNA2"	"     3737"	"Kcna2"	"    16490"
"KCND1"	"     3750"	"Kcnd1"	"    16506"
"MMP14"	"     4323"	"Mmp14"	"    17387"
"NRCAM"	"     4897"	"Nrcam"	"   319504"
"PDE1A"	"     5136"	"Pde1a"	"    18573"
"SERPINI1"	"     5274"	"Serpini1"	"    20713"
"RORC"	"     6097"	"Rorc"	"    19885"
"SIAH2"	"     6478"	"Siah2"	"    20439"
"SLC12A4"	"     6560"	"Slc12a4"	"    20498"
"TLE1"	"     7088"	"Tle1"	"    21885"
"TLE3"	"     7090"	"Tle3"	"    21887"
"ZRSR2"	"     8233"	"Zrsr2"	"    22184"
"FEZ1"	"     9638"	"Fez1"	"   235180"
"BRDT"	"      676"	"Brdt"	"   114642"
"MED13"	"     9969"	"Med13"	"   327987"
"SLC12A6"	"     9990"	"Slc12a6"	"   107723"
"GRK3"	"      157"	"Grk3"	"   320129"
"ALDOC"	"      230"	"Aldoc"	"    11676"
"RND3"	"      390"	"Rnd3"	"    74194"
"ETV3"	"     2117"	"Etv3"	"    27049"
"MECOM"	"     2122"	"Mecom"	"    14013"
"GNAT2"	"     2780"	"Gnat2"	"    14686"
"GPR1"	"     2825"	"Gpr1"	"   241070"
"XCR1"	"     2829"	"Xcr1"	"    23832"
"GZMM"	"     3004"	"Gzmm"	"    16904"
"SRC"	"     6714"	"Src"	"    20779"
"RND2"	"     8153"	"Rnd2"	"    11858"
"NAALADL1"	"    10004"	"Naaladl1"	"   381204"
"SLC17A4"	"    10050"	"Slc17a4"	"   319848"
"ABCA1"	"       19"	"Abca1"	"    11303"
"SCARB1"	"      949"	"Scarb1"	"    20778"
"DMXL1"	"     1657"	"Dmxl1"	"   240283"
"LNPEP"	"     4012"	"Lnpep"	"   240028"
"BCAM"	"     4059"	"Bcam"	"    57278"
"MDFI"	"     4188"	"Mdfi"	"    17240"
"ATP8B1"	"     5205"	"Atp8b1"	"    54670"
"RBBP4"	"     5928"	"Rbbp4"	"    19646"
"SLC1A5"	"     6510"	"Slc1a5"	"    20514"
"TAF1C"	"     9013"	"Taf1c"	"    21341"
"ABCC5"	"    10057"	"Abcc5"	"    27416"
"NR1H3"	"    10062"	"Nr1h3"	"    22259"
"EDIL3"	"    10085"	"Edil3"	"    13612"
"GIPC1"	"    10755"	"Gipc1"	"    67903"
"TSPAN3"	"    10099"	"Tspan3"	"    56434"
"TSPAN2"	"    10100"	"Tspan2"	"    70747"
"ACTR1A"	"    10121"	"Actr1a"	"    54130"
"TRIM28"	"    10155"	"Trim28"	"    21849"
"RBM5"	"    10181"	"Rbm5"	"    83486"
"CALCRL"	"    10203"	"Calcrl"	"    54598"
"PRDX2"	"     7001"	"Prdx2"	"    21672"
"GDF11"	"    10220"	"Gdf11"	"    14561"
"STAG1"	"    10274"	"Stag1"	"    20842"
"CWC27"	"    10283"	"Cwc27"	"    67285"
"DNAJA2"	"    10294"	"Dnaja2"	"    56445"
"IDH1"	"     3417"	"Idh1"	"    15926"
"SMAD1"	"     4086"	"Smad1"	"    17125"
"SMAD2"	"     4087"	"Smad2"	"    17126"
"AFDN"	"     4301"	"Afdn"	"    17356"
"ZBTB16"	"     7704"	"Zbtb16"	"   235320"
"ZFAND5"	"     7763"	"Zfand5"	"    22682"
"ARID1A"	"     8289"	"Arid1a"	"    93760"
"LIPG"	"     9388"	"Lipg"	"    16891"
"TLR6"	"    10333"	"Tlr6"	"    21899"
"CORO2B"	"    10391"	"Coro2b"	"   235431"
"MYL9"	"    10398"	"Myl9"	"    98932"
"RAPGEF3"	"    10411"	"Rapgef3"	"   223864"
"TMEM50B"	"      757"	"Tmem50b"	"    77975"
"GZMA"	"     3001"	"Gzma"	"    14938"
"LGALS4"	"     3960"	"Lgals4"	"    16855"
"PBX3"	"     5090"	"Pbx3"	"    18516"
"PCSK5"	"     5125"	"Pcsk5"	"    18552"
"SERPINE2"	"     5270"	"Serpine2"	"    20720"
"PIK3CA"	"     5290"	"Pik3ca"	"    18706"
"PIK3CB"	"     5291"	"Pik3cb"	"    74769"
"PLCD1"	"     5333"	"Plcd1"	"    18799"
"POU4F1"	"     5457"	"Pou4f1"	"    18996"
"PRKCQ"	"     5588"	"Prkcq"	"    18761"
"DPF2"	"     5977"	"Dpf2"	"    19708"
"TLN1"	"     7094"	"Tln1"	"    21894"
"ZKSCAN8"	"     7745"	"Zkscan8"	"    93681"
"ZBTB18"	"    10472"	"Zbtb18"	"    30928"
"CRTAP"	"    10491"	"Crtap"	"    56693"
"SEMA4D"	"    10507"	"Sema4d"	"    20354"
"PDLIM5"	"    10611"	"Pdlim5"	"    56376"
"TRIM3"	"    10612"	"Trim3"	"    55992"
"FBLN1"	"     2192"	"Fbln1"	"    14114"
"NOVA1"	"     4857"	"Nova1"	"   664883"
"DYNLT3"	"     6990"	"Dynlt3"	"    67117"
"SLC12A7"	"    10723"	"Slc12a7"	"    20499"
"CHL1"	"    10752"	"Chl1"	"    12661"
"PLK2"	"    10769"	"Plk2"	"    20620"
"ARPP19"	"    10776"	"Arpp19"	"    59046"
"MTHFD2"	"    10797"	"Mthfd2"	"    17768"
"HSPH1"	"    10808"	"Hsph1"	"    15505"
"ACTL7B"	"    10880"	"Actl7b"	"    11471"
"MMP24"	"    10893"	"Mmp24"	"    17391"
"PNPLA6"	"    10908"	"Pnpla6"	"    50767"
"GADD45G"	"    10912"	"Gadd45g"	"    23882"
